point_index,point_lat,point_lon
0,55.707375,37.56498766666665
1,55.707375,37.56691496969697
2,55.707375,37.56884227272728
3,55.707375,37.57076957575757
4,55.707375,37.572696878787866
5,55.707375,37.57462418181818
6,55.707375,37.57655148484847
7,55.707375,37.57847878787878
8,55.707375,37.580406090909094
9,55.707375,37.58233339393938
10,55.707375,37.584260696969686
11,55.707375,37.58618799999999
12,55.707375,37.58811530303029
13,55.707375,37.5900426060606
14,55.707375,37.591969909090906
15,55.707375,37.59389721212121
16,55.707375,37.595824515151506
17,55.707375,37.59775181818181
18,55.707375,37.59967912121211
19,55.707375,37.60160642424242
20,55.707375,37.603533727272726
21,55.707375,37.60546103030303
22,55.707375,37.60738833333333
23,55.707375,37.60931563636363
24,55.707375,37.61124293939393
25,55.707375,37.61317024242424
26,55.707375,37.61509754545454
27,55.707375,37.61702484848485
28,55.707375,37.61895215151515
29,55.707375,37.62087945454545
30,55.707375,37.62280675757575
31,55.707375,37.624734060606066
32,55.707375,37.62666136363636
33,55.707375,37.66135281818181
34,55.707375,37.66328012121212
35,55.707375,37.66520742424242
36,55.707375,37.667134727272725
37,55.707375,37.669062030303024
38,55.707375,37.67098933333333
39,55.707375,37.67291663636364
40,55.707375,37.67484393939394
41,55.707375,37.67677124242424
42,55.707375,37.678698545454544
43,55.707375,37.68062584848485
44,55.707375,37.68255315151515
45,55.70827694949495,37.56591496969697
46,55.70827694949495,37.56784227272728
47,55.70827694949495,37.56976957575758
48,55.70827694949495,37.57169687878788
49,55.70827694949495,37.57362418181818
50,55.70827694949495,37.575551484848475
51,55.70827694949495,37.57747878787878
52,55.70827694949495,37.579406090909096
53,55.70827694949495,37.58133339393939
54,55.70827694949495,37.583260696969695
55,55.70827694949495,37.585188
56,55.70827694949495,37.587115303030295
57,55.70827694949495,37.5890426060606
58,55.70827694949495,37.59096990909091
59,55.70827694949495,37.59289721212121
60,55.70827694949495,37.59482451515152
61,55.70827694949495,37.59675181818181
62,55.70827694949495,37.598679121212115
63,55.70827694949495,37.60060642424242
64,55.70827694949495,37.60253372727273
65,55.70827694949495,37.60446103030303
66,55.70827694949495,37.60638833333333
67,55.70827694949495,37.60831563636364
68,55.70827694949495,37.610242939393935
69,55.70827694949495,37.61217024242424
70,55.70827694949495,37.61409754545454
71,55.70827694949495,37.61602484848485
72,55.70827694949495,37.61795215151515
73,55.70827694949495,37.619879454545455
74,55.70827694949495,37.62180675757576
75,55.70827694949495,37.62373406060606
76,55.70827694949495,37.62566136363636
77,55.70827694949495,37.62758866666667
78,55.70827694949495,37.63915248484847
79,55.70827694949495,37.64107978787879
80,55.70827694949495,37.643007090909094
81,55.70827694949495,37.66035281818181
82,55.70827694949495,37.66228012121211
83,55.70827694949495,37.66420742424242
84,55.70827694949495,37.66613472727273
85,55.70827694949495,37.66806203030303
86,55.70827694949495,37.66998933333333
87,55.70827694949495,37.67191663636363
88,55.70827694949495,37.67384393939393
89,55.70827694949495,37.67577124242424
90,55.70827694949495,37.67769854545455
91,55.70827694949495,37.67962584848485
92,55.70827694949495,37.68155315151515
93,55.7091788989899,37.56691496969697
94,55.7091788989899,37.56884227272728
95,55.7091788989899,37.57076957575757
96,55.7091788989899,37.572696878787866
97,55.7091788989899,37.57462418181818
98,55.7091788989899,37.57655148484847
99,55.7091788989899,37.57847878787878
100,55.7091788989899,37.580406090909094
101,55.7091788989899,37.58233339393938
102,55.7091788989899,37.584260696969686
103,55.7091788989899,37.58618799999999
104,55.7091788989899,37.58811530303029
105,55.7091788989899,37.5900426060606
106,55.7091788989899,37.591969909090906
107,55.7091788989899,37.59389721212121
108,55.7091788989899,37.595824515151506
109,55.7091788989899,37.59775181818181
110,55.7091788989899,37.59967912121211
111,55.7091788989899,37.60160642424242
112,55.7091788989899,37.603533727272726
113,55.7091788989899,37.60546103030303
114,55.7091788989899,37.60738833333333
115,55.7091788989899,37.60931563636363
116,55.7091788989899,37.61124293939393
117,55.7091788989899,37.61317024242424
118,55.7091788989899,37.61509754545454
119,55.7091788989899,37.61702484848485
120,55.7091788989899,37.61895215151515
121,55.7091788989899,37.62087945454545
122,55.7091788989899,37.62280675757575
123,55.7091788989899,37.624734060606066
124,55.7091788989899,37.62666136363636
125,55.7091788989899,37.636297878787865
126,55.7091788989899,37.63822518181818
127,55.7091788989899,37.64015248484848
128,55.7091788989899,37.64207978787879
129,55.7091788989899,37.66135281818181
130,55.7091788989899,37.66328012121212
131,55.7091788989899,37.66520742424242
132,55.7091788989899,37.667134727272725
133,55.7091788989899,37.669062030303024
134,55.7091788989899,37.67098933333333
135,55.7091788989899,37.67291663636364
136,55.7091788989899,37.67484393939394
137,55.7091788989899,37.67677124242424
138,55.7091788989899,37.678698545454544
139,55.7091788989899,37.68062584848485
140,55.71008084848485,37.521587
141,55.71008084848485,37.58133339393939
142,55.71008084848485,37.583260696969695
143,55.71008084848485,37.585188
144,55.71008084848485,37.587115303030295
145,55.71008084848485,37.59675181818181
146,55.71008084848485,37.598679121212115
147,55.71008084848485,37.60060642424242
148,55.71008084848485,37.60253372727273
149,55.71008084848485,37.60446103030303
150,55.71008084848485,37.60638833333333
151,55.71008084848485,37.60831563636364
152,55.71008084848485,37.610242939393935
153,55.71008084848485,37.61217024242424
154,55.71008084848485,37.61409754545454
155,55.71008084848485,37.61602484848485
156,55.71008084848485,37.61795215151515
157,55.71008084848485,37.619879454545455
158,55.71008084848485,37.62180675757576
159,55.71008084848485,37.62373406060606
160,55.71008084848485,37.62566136363636
161,55.71008084848485,37.62758866666667
162,55.71008084848485,37.63722518181818
163,55.71008084848485,37.63915248484847
164,55.71008084848485,37.64107978787879
165,55.71008084848485,37.643007090909094
166,55.71008084848485,37.64493439393939
167,55.71008084848485,37.646861696969694
168,55.71008084848485,37.66035281818181
169,55.71008084848485,37.66228012121211
170,55.71008084848485,37.66420742424242
171,55.71008084848485,37.66613472727273
172,55.71008084848485,37.66806203030303
173,55.71008084848485,37.66998933333333
174,55.71008084848485,37.67191663636363
175,55.71008084848485,37.67384393939393
176,55.710982797979796,37.522587
177,55.710982797979796,37.580406090909094
178,55.710982797979796,37.58233339393938
179,55.710982797979796,37.584260696969686
180,55.710982797979796,37.58618799999999
181,55.710982797979796,37.595824515151506
182,55.710982797979796,37.59775181818181
183,55.710982797979796,37.59967912121211
184,55.710982797979796,37.60160642424242
185,55.710982797979796,37.603533727272726
186,55.710982797979796,37.60546103030303
187,55.710982797979796,37.60738833333333
188,55.710982797979796,37.60931563636363
189,55.710982797979796,37.61124293939393
190,55.710982797979796,37.61317024242424
